round,value,daily_double,category,answer,question,air_date,answer_length,answer_word_count,syllable_count,sentence_count,dale_chall_score,processed_answer
2,800,no,BEFORE & AFTER,Gastronomic 1973 Charlton Heston film extolling the virtues of Ralph Nader's 2000 ticket,Soylent Green Party,2007-05-15,88,13,21,1,9.14,"['gastronom', '1973', 'charlton', 'heston', 'film', 'extol', 'virtu', 'ralph', 'nader', '2000', 'ticket']"
2,1200,no,BEFORE & AFTER,2 MTV cartoon teens join Howard Heh-Heh-Hesseman's honors program on '80's TV,Beavis & Butthead of the Class,2007-05-15,77,12,17,1,9.5,"['2', 'mtv', 'cartoon', 'teen', 'join', 'howard', 'hehhehhesseman', 'honor', 'program', '80', 'tv']"
2,1600,no,BEFORE & AFTER,Shakespeare comedy with Oberon & Titania becomes a 1979 Cheap Trick album,A Midsummer Night's Dream Police,2007-05-15,73,12,19,1,11.36,"['shakespear', 'comedi', 'oberon', 'titania', 'becom', '1979', 'cheap', 'trick', 'album']"
2,2000,no,BEFORE & AFTER,Dean Wormer is always trying to shut down this 435-member institution,Animal House of Representatives,2007-05-15,69,11,17,1,7.05,"['dean', 'wormer', 'alway', 'tri', 'shut', 'thi', '435member', 'institut']"
2,400,no,POTPOURRI,It's the country closest to the wreck of the Titanic,Canada,2007-05-16,52,10,14,1,7.29,"['countri', 'closest', 'wreck', 'titan']"
2,800,no,POTPOURRI,"The flat-topped table mountain overlooking Cape Town is often under its own cloud cover, aptly called this",Table Cloth,2007-05-16,106,17,26,1,6.34,"['flattop', 'tabl', 'mountain', 'overlook', 'cape', 'town', 'often', 'cloud', 'cover', 'aptli', 'call', 'thi']"
2,1200,no,POTPOURRI,"In 2003 Portland coach Maurice Cheeks got an ""assist"" before the game when a 13-year-old girl forgot these","the words to ""The Star-Spangled Banner\""",2007-05-16,106,18,23,1,7.16,"['2003', 'portland', 'coach', 'mauric', 'cheek', 'got', 'assist', 'befor', 'game', '13yearold', 'girl', 'forgot']"
2,1600,no,POTPOURRI,Ronald Reagan was partly deaf in his right ear because this happened to close to it on a movie set,a gunshot,2007-05-16,98,20,24,1,6.21,"['ronald', 'reagan', 'wa', 'partli', 'deaf', 'hi', 'right', 'ear', 'becaus', 'thi', 'happen', 'close', 'movi', 'set']"
2,2000,no,POTPOURRI,"1950s Bulgarian leader Vulko Chervenkov, who followed the Soviet model, was known as ""Little"" this dictator",Stalin,2007-05-16,107,16,28,1,10.35,"['1950', 'bulgarian', 'leader', 'vulko', 'chervenkov', 'follow', 'soviet', 'model', 'wa', 'known', 'littl', 'thi', 'dictat']"
2,400,no,WORLD CAPITALS,The Brandenburg Gate is a famous symbol of this city,Berlin,2007-05-17,52,10,14,1,8.87,"['brandenburg', 'gate', 'famou', 'symbol', 'thi', 'citi']"
2,2600,yes,WORLD CAPITALS,It's the world capital named for our fifth U.S. president,Monrovia,2007-05-17,57,10,14,1,5.71,"['world', 'capit', 'name', 'fifth', 'u', 'presid']"
2,1200,no,WORLD CAPITALS,"When the Khmer Rouge came to power in 1975, it forced most of this capital's people to evacuate",Phnom Penh,2007-05-17,95,18,24,1,6.28,"['khmer', 'roug', 'came', 'power', '1975', 'forc', 'thi', 'capit', 'peopl', 'evacu']"
2,1600,no,WORLD CAPITALS,Ernest Hemingway's Finca Vigia home on the outskirts of this city has since been turned into a museum,Havana,2007-05-17,101,18,26,1,8.92,"['ernest', 'hemingway', 'finca', 'vigia', 'home', 'outskirt', 'thi', 'citi', 'ha', 'sinc', 'turn', 'museum']"
2,2000,no,WORLD CAPITALS,"Once a center of Jewish learning, this city was known as ""The Jerusalem of Lithuania\""",Vilnius,2007-05-17,86,15,19,1,7.54,"['onc', 'center', 'jewish', 'learn', 'thi', 'citi', 'wa', 'known', 'jerusalem', 'lithuania']"
2,400,no,WORLD HISTORY,"The Allies began the invasion of Italy on July 10, 1943 by landing on this island",Sicily,2007-05-18,81,16,23,1,7.39,"['alli', 'began', 'invas', 'itali', 'juli', '10', '1943', 'land', 'thi', 'island']"
2,800,no,WORLD HISTORY,"In 1606, Willem Janszoon landed on Cape York Peninsula, becoming the 1st European to visit this continent",Australia,2007-05-18,105,17,28,1,9.12,"['1606', 'willem', 'janszoon', 'land', 'cape', 'york', 'peninsula', 'becom', '1st', 'european', 'visit', 'thi', 'contin']"
2,1200,no,WORLD HISTORY,In 1885 this country's Leopold II established the Congo Free State as his own personal property,Belgium,2007-05-18,95,16,24,1,9.36,"['1885', 'thi', 'countri', 'leopold', 'ii', 'establish', 'congo', 'free', 'state', 'hi', 'person', 'properti']"
2,1600,no,WORLD HISTORY,"Archduke Franz Ferdinand's assassin, Gavrilo Princip, was a member of this ""dark"" Serbian terrorist group",the Black Hand,2007-05-18,105,15,26,1,11.75,"['archduk', 'franz', 'ferdinand', 'assassin', 'gavrilo', 'princip', 'wa', 'member', 'thi', 'dark', 'serbian', 'terrorist', 'group']"
2,2000,no,WORLD HISTORY,The Pragmatic Sanction gave this Holy Roman Empress the legal right to inherit her father's territories,Maria Theresa,2007-05-18,103,16,28,1,12.33,"['pragmat', 'sanction', 'gave', 'thi', 'holi', 'roman', 'empress', 'legal', 'right', 'inherit', 'father', 'territori']"
2,400,no,AUTHORS,"Before writing his classic novel, he spent 2 years with a group of Oklahoma farmers journeying to California",Steinbeck,2007-05-23,108,18,30,1,9.79,"['befor', 'write', 'hi', 'classic', 'novel', 'spent', '2', 'year', 'group', 'oklahoma', 'farmer', 'journey', 'california']"
2,800,no,AUTHORS,"This author's work as a private detective with Pinkerton lent authenticity to ""The Maltese Falcon\""",(Dashiell) Hammett,2007-05-23,99,15,26,1,11.75,"['thi', 'author', 'work', 'privat', 'detect', 'pinkerton', 'lent', 'authent', 'maltes', 'falcon']"
2,1200,no,AUTHORS,"He wrote comic book stories for ""Captain America"" & ""Captain Marvel"" before hitting it big with ""I, the Jury\""",Mickey Spillane,2007-05-23,110,19,29,1,7.16,"['wrote', 'comic', 'book', 'stori', 'captain', 'america', 'captain', 'marvel', 'befor', 'hit', 'big', 'juri']"
2,1600,no,AUTHORS,"Her major works, including ""The Age of Innocence"", were written while living in France, where she moved in 1907",Edith Wharton,2007-05-23,111,19,26,1,6.24,"['major', 'work', 'includ', 'age', 'innoc', 'written', 'live', 'franc', 'move', '1907']"
2,2000,no,AUTHORS,"In the 1930s this author of ""Marjorie Morningstar"" was a writer for comedian Fred Allen",(Herman) Wouk,2007-05-23,87,15,22,1,8.59,"['1930', 'thi', 'author', 'marjori', 'morningstar', 'wa', 'writer', 'comedian', 'fred', 'allen']"
3,0,no,WORLD GEOGRAPHY,"These 2 current South American countries gained their independence in the 20th century, one in the '60s and one in the '70s",Suriname and Guyana,2007-05-24,123,22,31,1,7.6,"['2', 'current', 'south', 'american', 'countri', 'gain', 'independ', '20th', 'centuri', 'one', '60', 'one', '70']"
2,400,no,TRANSPORTATION,The bestselling passenger car of all time is this company's Corolla,Toyota,2007-05-30,67,11,17,1,8.49,"['bestsel', 'passeng', 'car', 'time', 'thi', 'compani', 'corolla']"
2,800,no,TRANSPORTATION,"The transport for a 19th century double date might have been a barouche, one of these",a carriage,2007-05-30,85,16,20,1,6.4,"['transport', '19th', 'centuri', 'doubl', 'date', 'might', 'barouch', 'one']"
2,1200,no,TRANSPORTATION,"Cabbies in this Eur. city spend 2 years gaining ""the knowledge"", mental maps needed to get a license",London,2007-05-30,100,18,24,1,9.79,"['cabbi', 'thi', 'eur', 'citi', 'spend', '2', 'year', 'gain', 'knowledg', 'mental', 'map', 'need', 'get', 'licens']"
2,1600,no,TRANSPORTATION,"In ""Sixteen Candles"", Molly Ringwald says, ""I loathe"" this method of transport",the bus,2007-05-30,78,12,17,1,9.5,"['sixteen', 'candl', 'molli', 'ringwald', 'say', 'loath', 'thi', 'method', 'transport']"
2,1000,yes,TRANSPORTATION,Since 1899 these stalwart animals used in transport have served as the mascots of the Army Corps of Cadets,mules,2007-05-30,106,19,24,1,7.9,"['sinc', '1899', 'stalwart', 'anim', 'use', 'transport', 'serv', 'mascot', 'armi', 'corp', 'cadet']"
3,0,no,BODIES OF WATER,This sea hundreds of miles east of Florida has no land boundaries,the Sargasso Sea,2007-06-06,65,12,16,1,8.18,"['thi', 'sea', 'hundr', 'mile', 'east', 'florida', 'ha', 'land', 'boundari']"
3,0,no,LITERATURE,"In 1852 his story ""The Dandy Frightening the Squatter"" appeared in The Carpet-Bag, a humorous paper",Mark Twain,2007-06-20,99,16,26,1,8.38,"['1852', 'hi', 'stori', 'dandi', 'frighten', 'squatter', 'appear', 'carpetbag', 'humor', 'paper']"
2,400,no,WORLD CAPITALS,"Proverbially speaking, ""all roads lead to"" this city",Rome,2007-06-27,52,8,11,1,7.98,"['proverbi', 'speak', 'road', 'lead', 'thi', 'citi']"
2,800,no,WORLD CAPITALS,"Its name is Hebrew for ""City of Peace\""",Jerusalem,2007-06-27,39,8,9,1,6.01,"['name', 'hebrew', 'citi', 'peac']"
2,1200,no,WORLD CAPITALS,The first written mention of this capital's name was in a 1459 document of Vlad the Impaler,Bucharest,2007-06-27,91,17,24,1,8.19,"['first', 'written', 'mention', 'thi', 'capit', 'name', 'wa', '1459', 'document', 'vlad', 'impal']"
2,1400,yes,WORLD CAPITALS,A castle in this world capital was once the home of the kings of Bohemia,Prague,2007-06-27,72,15,19,1,5.43,"['castl', 'thi', 'world', 'capit', 'wa', 'onc', 'home', 'king', 'bohemia']"
2,2000,no,WORLD CAPITALS,"The name of this judicial capital of South Africa means ""Fountain of Flowers\""",Bloemfontein,2007-06-27,78,13,19,1,6.71,"['name', 'thi', 'judici', 'capit', 'south', 'africa', 'mean', 'fountain', 'flower']"
3,0,no,LITERATURE,"Maris, Lycon, Laogonus, Erymas, Sarpedon, Erylaus & Patroclus die in Book 16 of this work",the Iliad,2007-06-27,89,15,22,1,11.1,"['mari', 'lycon', 'laogonu', 'eryma', 'sarpedon', 'erylau', 'patroclu', 'die', 'book', '16', 'thi', 'work']"
3,0,no,WORD ORIGINS,"From the Old French for a soldier sent ahead to clear the way, today it refers to the first settlers of a region",pioneers,2007-07-04,112,23,27,1,6.15,"['old', 'french', 'soldier', 'sent', 'ahead', 'clear', 'way', 'today', 'refer', 'first', 'settler', 'region']"
3,0,no,U.S. HISTORY,"A 1924 law gave citizenship to all these members of what were called ""domestic dependent nations\""",Native Americans,2007-07-09,98,16,25,1,9.36,"['1924', 'law', 'gave', 'citizenship', 'member', 'call', 'domest', 'depend', 'nation']"
1,400,no,SCIENCE,"In the nervous system, calcium ions crossing the gap between these cause a release of acetylcholine",neurons,2007-07-12,99,16,24,1,9.36,"['nervou', 'system', 'calcium', 'ion', 'cross', 'gap', 'caus', 'releas', 'acetylcholin']"
1,800,no,SCIENCE,"As opposed to what arthropods have, vertebrates have this internal framework",endoskeleton,2007-07-12,76,11,18,1,11.36,"['oppos', 'arthropod', 'vertebr', 'thi', 'intern', 'framework']"
3,0,no,SPORTS,"Among its 13 founding members in 1950 were Louise Suggs, Patty Berg & Babe Zaharias",the LPGA (Ladies' Professional Golf Association),2007-07-13,83,15,20,1,9.97,"['among', '13', 'found', 'member', '1950', 'louis', 'sugg', 'patti', 'berg', 'babe', 'zaharia']"
1,200,no,POTPOURRI,"Technically, a carpet is fixed to the floor but one of these lies free",a rug,2007-07-16,70,14,18,1,5.46,"['technic', 'carpet', 'fix', 'floor', 'one', 'lie', 'free']"
1,400,no,POTPOURRI,Andrassy is the luxury shopping street of this capital of Hungary,Budapest,2007-07-16,65,11,18,1,8.49,"['andrassi', 'luxuri', 'shop', 'street', 'thi', 'capit', 'hungari']"
1,600,no,POTPOURRI,It's not just Dijon; Meaux also is known for this condiment,mustard,2007-07-16,59,11,14,1,7.05,"['dijon', 'meaux', 'also', 'known', 'thi', 'condiment']"
1,800,no,POTPOURRI,Jazzman Bucky Pizzarelli uses a 7-string one of these,a guitar,2007-07-16,53,9,12,1,7.59,"['jazzman', 'bucki', 'pizzarelli', 'us', '7string', 'one']"
1,1000,no,POTPOURRI,The Royal Tyrrell Museum of this -ology has 35 complete dinosaur skeletons,paleontology,2007-07-16,74,12,20,1,10.81,"['royal', 'tyrrel', 'museum', 'thi', 'olog', 'ha', '35', 'complet', 'dinosaur', 'skeleton']"
1,200,no,STATE CAPITALS,In 1821 Mississippi named its capital for this hero of the War of 1812; he didn't become president until 8 years later,(Andrew) Jackson,2007-07-20,118,22,33,1,6.88,"['1821', 'mississippi', 'name', 'capit', 'thi', 'hero', 'war', '1812', 'didnt', 'becom', 'presid', '8', 'year', 'later']"
1,400,no,STATE CAPITALS,"When Kansas became a state in 1861, this city became capital",Topeka,2007-07-20,60,11,16,1,5.62,"['kansa', 'becam', 'state', '1861', 'thi', 'citi', 'becam', 'capit']"
1,600,no,STATE CAPITALS,This capital lies in the Eagle Valley about 30 miles south of Reno,Carson City,2007-07-20,66,13,17,1,0.64,"['thi', 'capit', 'lie', 'eagl', 'valley', '30', 'mile', 'south', 'reno']"
1,800,no,STATE CAPITALS,Tempe is a southern suburb of this state capital,Phoenix,2007-07-20,48,9,13,1,5.84,"['temp', 'southern', 'suburb', 'thi', 'state', 'capit']"
1,2200,yes,STATE CAPITALS,A statue of Ethan Allen stands within the portico of the state capitol building in this city,Montpelier,2007-07-20,92,17,23,1,8.19,"['statu', 'ethan', 'allen', 'stand', 'within', 'portico', 'state', 'capitol', 'build', 'thi', 'citi']"
2,400,no,SCIENCE,The third law of thermodynamics implies that a system can never be brought to this temperature point,absolute zero,2007-07-20,100,17,27,1,8.19,"['third', 'law', 'thermodynam', 'impli', 'system', 'never', 'brought', 'thi', 'temperatur', 'point']"
2,800,no,SCIENCE,"In 2006, Israeli scientists claimed to have created the ""ball"" type of this stormy phenomenon using a microwave oven",a lightning storm,2007-07-20,116,19,29,1,9.57,"['2006', 'isra', 'scientist', 'claim', 'creat', 'ball', 'type', 'thi', 'stormi', 'phenomenon', 'use', 'microwav', 'oven']"
2,1200,no,SCIENCE,"This type of ""cell"" sounds like it causes disease, but it refers to a gamete, such as an egg cell",a germ cell,2007-07-20,97,20,23,1,7.0,"['thi', 'type', 'cell', 'sound', 'like', 'caus', 'diseas', 'refer', 'gamet', 'egg', 'cell']"
2,2021,yes,SCIENCE,We went underground to learn that this unit is equal to about 6.022 x 1023 molecules of a given substance,a mole,2007-07-20,105,20,26,1,7.0,"['went', 'underground', 'learn', 'thi', 'unit', 'equal', '6022', 'x', '1023', 'molecul', 'given', 'substanc']"
2,2000,no,SCIENCE,"In 2007 Intel announced a new faster chip design replacing silicon with this element, symbol Hf",hafnium,2007-07-20,95,16,26,1,11.34,"['2007', 'intel', 'announc', 'new', 'faster', 'chip', 'design', 'replac', 'silicon', 'thi', 'element', 'symbol', 'hf']"
2,400,no,ISLANDS,This U.S. commonwealth lies about 70 miles across the Mona Passage from the Dominican Republic,Puerto Rico,2007-07-23,94,15,22,1,8.59,"['thi', 'u', 'commonwealth', 'lie', '70', 'mile', 'across', 'mona', 'passag', 'dominican', 'republ']"
2,800,no,ISLANDS,Russia's Wrangel Island & Canada's Prince Patrick Island lie in this ocean,the Arctic (Ocean),2007-07-23,74,12,15,1,5.62,"['russia', 'wrangel', 'island', 'canada', 'princ', 'patrick', 'island', 'lie', 'thi', 'ocean']"
2,1200,no,ISLANDS,A chain of shoals known as Adam's Bridge stretches between India & this island nation,Sri Lanka,2007-07-23,85,15,20,1,7.71,"['chain', 'shoal', 'known', 'adam', 'bridg', 'stretch', 'india', 'thi', 'island', 'nation']"
2,3000,yes,ISLANDS,This large island's 2 highest peaks lie in the Maoke Mountains on the Indonesian side,New Guinea,2007-07-23,85,15,20,1,8.59,"['thi', 'larg', 'island', '2', 'highest', 'peak', 'lie', 'maok', 'mountain', 'indonesian', 'side']"
2,2000,no,ISLANDS,This large Italian island in the Mediterranean lies just 7 miles south of Corsica,Sardinia,2007-07-23,81,14,19,1,7.71,"['thi', 'larg', 'italian', 'island', 'mediterranean', 'lie', '7', 'mile', 'south', 'corsica']"
2,400,no,LITERATURE,"In chapter 52 of this novel, a boisterous crowd is gathering for Fagin's execution",Oliver Twist,2007-07-24,82,14,24,1,11.1,"['chapter', '52', 'thi', 'novel', 'boister', 'crowd', 'gather', 'fagin', 'execut']"
2,800,no,LITERATURE,"19th c. author known for writing about a ""venerable mansion"" with ""seven acutely peaked gables\""",(Nathaniel) Hawthorne,2007-07-24,96,15,23,1,7.54,"['19th', 'c', 'author', 'known', 'write', 'vener', 'mansion', 'seven', 'acut', 'peak', 'gabl']"
2,1200,no,LITERATURE,"People from the past appear to a brother & sister in ""Rewards and Fairies"" by this author of ""The Jungle Book\""",Kipling,2007-07-24,111,21,28,1,6.21,"['peopl', 'past', 'appear', 'brother', 'sister', 'reward', 'fairi', 'thi', 'author', 'jungl', 'book']"
2,1600,no,LITERATURE,"Modern novels with biblical titles include Jane Hamilton's ""The Book of Ruth"" & Toni Morrison's ""Song of"" him",Solomon,2007-07-24,109,18,26,1,10.98,"['modern', 'novel', 'biblic', 'titl', 'includ', 'jane', 'hamilton', 'book', 'ruth', 'toni', 'morrison', 'song']"
2,2000,no,LITERATURE,Even Grendel would love Seamus Heaney's new translation of the Anglo-Saxon epic about this title Geat,Beowulf,2007-07-24,101,16,23,1,9.36,"['even', 'grendel', 'would', 'love', 'seamu', 'heaney', 'new', 'translat', 'anglosaxon', 'epic', 'thi', 'titl', 'geat']"
3,0,no,ANIMALS,"The genus of this Asian animal is Ailuropoda, & its species name, appropriately, is melanoleuca",the giant panda,2007-07-24,95,15,24,1,7.71,"['genu', 'thi', 'asian', 'anim', 'ailuropoda', 'speci', 'name', 'appropri', 'melanoleuca']"
1,200,no,U.S. HISTORY,"In 1963 he spoke of his ""dream"" that his children would one day ""not be judged by the color of their skin\""","Martin Luther King, Jr.",2007-07-25,107,22,24,1,1.09,"['1963', 'spoke', 'hi', 'dream', 'hi', 'child', 'would', 'one', 'day', 'judg', 'color', 'skin']"
1,400,no,U.S. HISTORY,"On August 21, 1959 it became our 50th state",Hawaii,2007-07-25,43,9,11,1,0.45,"['august', '21', '1959', 'becam', '50th', 'state']"
1,800,no,U.S. HISTORY,"It's the period, 1920 to 1933, when alcoholic beverages were illegal",Prohibition,2007-07-25,68,11,19,1,9.92,"['period', '1920', '1933', 'alcohol', 'beverag', 'illeg']"
1,1000,no,U.S. HISTORY,Stephen Douglas proposed the act that repealed the Missouri Compromise & created these 2 territories,Kansas & Nebraska,2007-07-25,100,15,26,1,12.23,"['stephen', 'dougla', 'propos', 'act', 'repeal', 'missouri', 'compromis', 'creat', '2', 'territori']"
1,200,no,BODIES OF WATER,Lake Nasser was formed in 1968 when the waters of this river were blocked by the Aswan High Dam,the Nile River,2007-07-25,95,19,22,1,6.24,"['lake', 'nasser', 'wa', 'form', '1968', 'water', 'thi', 'river', 'block', 'aswan', 'high', 'dam']"
1,400,no,BODIES OF WATER,"Banks of pearl-producing mollusks are found around Bahrain, on the Arabian shore of this gulf",the Persian Gulf,2007-07-25,93,15,21,1,7.54,"['bank', 'pearlproduc', 'mollusk', 'found', 'around', 'bahrain', 'arabian', 'shore', 'thi', 'gulf']"
1,600,no,BODIES OF WATER,"Toyama, Wakasa & Ishikari bays are arms of this sea",the Sea of Japan,2007-07-25,51,10,11,1,5.84,"['toyama', 'wakasa', 'ishikari', 'bay', 'arm', 'thi', 'sea']"
1,800,no,BODIES OF WATER,"3 important cities on this sea include Stockholm, Gdansk & Klaipeda, Lithuania",the Baltic Sea,2007-07-25,78,12,19,1,11.36,"['3', 'import', 'citi', 'thi', 'sea', 'includ', 'stockholm', 'gdansk', 'klaipeda', 'lithuania']"
1,1000,no,BODIES OF WATER,This large Siberian lake is more than a mile deep at its deepest point,Lake Baikal,2007-07-25,70,14,16,1,6.59,"['thi', 'larg', 'siberian', 'lake', 'mile', 'deep', 'deepest', 'point']"
2,400,no,WORD ORIGINS,"This highest natural singing voice for women is Italian for ""what is above\""",soprano,2007-07-25,76,13,18,1,7.93,"['thi', 'highest', 'natur', 'sing', 'voic', 'woman', 'italian', 'abov']"
2,800,no,WORD ORIGINS,"This wood-eating insect gets its name from the Latin for ""wood-eating worm\""",a termite,2007-07-25,76,12,17,1,5.55,"['thi', 'woodeat', 'insect', 'get', 'name', 'latin', 'woodeat', 'worm']"
2,1200,no,WORD ORIGINS,This ground-meat sandwich gets its name from a German port city,a hamburger,2007-07-25,63,11,14,1,5.62,"['thi', 'groundmeat', 'sandwich', 'get', 'name', 'german', 'port', 'citi']"
2,1600,no,WORD ORIGINS,"This word for a kind of land mass comes from a word meaning ""to contain\""",continent,2007-07-25,73,15,17,1,6.49,"['thi', 'word', 'kind', 'land', 'mass', 'come', 'word', 'mean', 'contain']"
2,2000,yes,WORD ORIGINS,"This term for a leading character of a literary work comes from the Greek for ""first combatant\""",protagonist,2007-07-25,96,17,24,1,8.19,"['thi', 'term', 'lead', 'charact', 'literari', 'work', 'come', 'greek', 'first', 'combat']"
3,0,no,AUTHORS,"In 1949 he wrote, ""If you want a picture of the future, imagine a boot stamping on a human face--forever\""",George Orwell,2007-09-10,106,20,28,1,8.58,"['1949', 'wrote', 'want', 'pictur', 'futur', 'imagin', 'boot', 'stamp', 'human', 'faceforev']"
2,400,no,COLLEGES & UNIVERSITIES,"The 735-acre campus of this Baptist school is on the banks of the Brazos River in Waco, Texas",Baylor,2007-09-11,93,18,23,1,8.04,"['735acr', 'campu', 'thi', 'baptist', 'school', 'bank', 'brazo', 'river', 'waco', 'texa']"
2,800,no,COLLEGES & UNIVERSITIES,"One of the most popular organizations at this state univ. in Louisiana is the Tiger Marching Band, founded 1926",Grambling,2007-09-11,111,19,30,1,8.73,"['one', 'popular', 'organ', 'thi', 'state', 'univ', 'louisiana', 'tiger', 'march', 'band', 'found', '1926']"
2,1200,no,COLLEGES & UNIVERSITIES,"This college was intended to be the first college within the University of Dublin, but it's still the only one",Trinity College,2007-09-11,110,20,29,1,7.0,"['thi', 'colleg', 'wa', 'intend', 'first', 'colleg', 'within', 'univers', 'dublin', 'still', 'onli', 'one']"
2,1600,no,COLLEGES & UNIVERSITIES,"Charles, not Sonny, was the benefactor of this Medford, Massachusetts university",Tufts,2007-09-11,80,11,21,1,11.36,"['charl', 'sonni', 'wa', 'benefactor', 'thi', 'medford', 'massachusett', 'univers']"
2,2000,no,COLLEGES & UNIVERSITIES,"Beloit College in this state was founded in 1846, while that state was still a territory",Wisconsin,2007-09-11,88,16,22,1,7.39,"['beloit', 'colleg', 'thi', 'state', 'wa', 'found', '1846', 'state', 'wa', 'still', 'territori']"
1,200,no,HISTORY,In 2006 FEMA & the U.S. Geological Survey sponsored a conference commemorating the 100th anniversary of this event,the San Francisco earthquake,2007-09-17,114,18,33,2,10.56,"['2006', 'fema', 'u', 'geolog', 'survey', 'sponsor', 'confer', 'commemor', '100th', 'anniversari', 'thi', 'event']"
1,400,no,HISTORY,In 1785 he graduated 42nd out of 58 at his military school in Paris,Napoléon Bonaparte,2007-09-17,67,14,19,1,6.59,"['1785', 'graduat', '42nd', '58', 'hi', 'militari', 'school', 'pari']"
1,600,no,HISTORY,"In 1869 this ""wild"" & crazy guy killed 2 men as acting sheriff of Ellis County, Kansas",Wild Bill Hickok,2007-09-17,86,17,22,1,8.38,"['1869', 'thi', 'wild', 'crazi', 'guy', 'kill', '2', 'men', 'act', 'sheriff', 'elli', 'counti', 'kansa']"
1,800,no,HISTORY,In 1900 more than 200 foreigners were killed during this bloody uprising in northern China,the Boxer Rebellion,2007-09-17,90,15,22,1,6.49,"['1900', '200', 'foreign', 'kill', 'dure', 'thi', 'bloodi', 'upris', 'northern', 'china']"
1,1000,no,HISTORY,"A Supreme Court decision in 2000 said rights named for this man were ""embedded in routine police practice\""",Miranda,2007-09-17,107,18,25,1,8.04,"['suprem', 'court', 'decis', '2000', 'said', 'right', 'name', 'thi', 'man', 'embed', 'routin', 'polic', 'practic']"
2,400,no,WORLD CAPITALS,Budapest is the capital of Hungary; this is the capital of Romania,Bucharest,2007-09-18,66,12,21,1,8.18,"['budapest', 'capit', 'hungari', 'thi', 'capit', 'romania']"
2,800,no,WORLD CAPITALS,"The capital of India is not pronounced Cal-cut-ah or Cal-eh-cut, but this way",New Delhi,2007-09-18,77,13,20,1,6.71,"['capit', 'india', 'pronounc', 'calcutah', 'calehcut', 'thi', 'way']"
2,1200,no,WORLD CAPITALS,This world capital is on the island of Java,Jakarta,2007-09-18,43,9,13,1,5.84,"['thi', 'world', 'capit', 'island', 'java']"
2,500,yes,WORLD CAPITALS,"Laid out in 1874, the botanical gardens in this capital have an observatory with a statue of Tycho Brahe",Copenhagen,2007-09-18,104,19,31,1,9.57,"['laid', '1874', 'botan', 'garden', 'thi', 'capit', 'observatori', 'statu', 'tycho', 'brahe']"
2,2000,no,WORLD CAPITALS,This city on the Malay Peninsula is the capital of Malaysia,Kuala Lumpur,2007-09-18,59,11,15,1,5.62,"['thi', 'citi', 'malay', 'peninsula', 'capit', 'malaysia']"
2,400,no,BEFORE & AFTER,"Kids' story character who says, ""The sky is falling! The sky is falling! A-wop-bop-a-loo-mop a-lop-bam-boom!\""",Chicken Little Richard,2007-09-19,110,15,23,2,6.11,"['kid', 'stori', 'charact', 'say', 'sky', 'fall', 'sky', 'fall', 'awopbopaloomop', 'alopbamboom']"
2,800,no,BEFORE & AFTER,"A dangerous substance like asbestos that's a Madonna hit in which a ""boy with the cold hard cash is...Mr. Right\""",hazardous Material Girl,2007-09-19,113,20,25,1,7.0,"['danger', 'substanc', 'like', 'asbesto', 'madonna', 'hit', 'boy', 'cold', 'hard', 'cash', 'ismr', 'right']"
2,1200,no,BEFORE & AFTER,"Run, run as fast as you can! You can't catch this folk tale play that ends with the death of Sir Thomas More",A Gingerbread Man for All Seasons,2007-09-19,108,23,23,2,0.57,"['run', 'run', 'fast', 'cant', 'catch', 'thi', 'folk', 'tale', 'play', 'end', 'death', 'sir', 'thoma']"
2,1600,no,BEFORE & AFTER,"Aerosmith song that says, ""She had the body of a Venus...imagine my surprise"" & is a Disney movie about 2 dogs in love","\""Dude Looks Like A Lady and the Tramp\""",2007-09-19,118,23,27,1,6.88,"['aerosmith', 'song', 'say', 'bodi', 'venusimagin', 'surpris', 'disney', 'movi', '2', 'dog', 'love']"
2,2000,no,BEFORE & AFTER,Collaboration between Milan Kundera & Jean-Paul Sartre on a massive treatise about existentialism,The Unbearable Lightness of Being and Nothingness,2007-09-19,97,13,27,1,12.13,"['collabor', 'milan', 'kundera', 'jeanpaul', 'sartr', 'massiv', 'treatis', 'existenti']"
3,0,no,AUTHORS,"Chapters in a 1914 novel by this author include ""Jungle Battles"", ""His Own Kind"" & ""The Call of the Primitive\""",Edgar Rice Burroughs,2007-09-24,111,20,28,1,9.57,"['chapter', '1914', 'novel', 'thi', 'author', 'includ', 'jungl', 'battl', 'hi', 'kind', 'call', 'primit']"
1,200,no,BUSINESS & INDUSTRY,"In Forbes magazine's 2007 list of billionaires, this Omahan was again ranked No. 2, behind Bill Gates",Warren Buffett,2007-09-26,101,17,24,1,7.27,"['forb', 'magazin', '2007', 'list', 'billionair', 'thi', 'omahan', 'wa', 'rank', '2', 'behind', 'bill', 'gate']"
1,400,no,BUSINESS & INDUSTRY,In 1990 United Brands changed its name to this to take advantage of its name recognition as a banana producer,Chiquita,2007-09-26,109,20,28,1,7.0,"['1990', 'unit', 'brand', 'chang', 'name', 'thi', 'take', 'advantag', 'name', 'recognit', 'banana', 'produc']"
1,600,no,BUSINESS & INDUSTRY,Legend has it that the design of this company's Monsieur Bibendum logo was inspired by a pile of rubber tires,Michelin,2007-09-26,109,20,29,1,10.16,"['legend', 'ha', 'design', 'thi', 'compani', 'monsieur', 'bibendum', 'logo', 'wa', 'inspir', 'pile', 'rubber', 'tire']"
